1,150
1,140
1,140
0,-90
0,-70
1,300
1,270
1,330
1,500
1,590
1,200
1,130
0,-300
1,450
1,20
1,210
1,160
1,190
1,280
1,350
1,200
1,150
1,500
1,420
1,240
1,440
1,570
1,360
1,690
1,560
0,-270
1,320
1,450
1,420
1,100
1,280
1,150
1,110
1,160
1,250
0,-210
1,330
0,-400
1,210
1,350
1,300
1,290
1,210
0,-150
0,-190
1,280
1,200
1,320
0,-150
1,200
1,270
1,260
1,310
1,240
0,-200
0,-140
1,330
1,520
1,410
1,200
1,170
1,210
1,170
1,370
0,-330
1,90
1,290
1,370
1,220
0,-160
1,120
1,360
1,360
0,-110
1,90
0,-290
1,230
1,210
1,220
1,310
0,-40
1,400
0,-250
1,110
1,290
1,450
1,290
1,80
1,70
1,280
1,370
1,260
1,140
1,400
1,500
1,270
1,280
1,480
0,-10
1,350
1,270
0,-410
0,-110
0,-50
0,-280
1,320
1,310
1,320
1,140
1,470
0,-140
1,270
1,270
1,340
1,60
1,360
1,100
1,190
1,190
1,480
1,440
1,320
1,220
1,460
1,220
1,100
0,-110
0,-310
1,280
1,180
1,270
0,-260
1,200
1,190
1,520
1,320
1,450
1,330
1,220
1,720
1,170
1,140
0,-100
1,90
1,240
0,-230
1,140
1,340
0,-300
1,210
1,410
1,280
1,220
1,70
1,370
1,250
1,420
1,120
1,340
1,310
1,390
0,-40
1,350
0,-110
1,60
1,290
1,330
0,-70
0,-120
0,-490
1,290
1,330
1,270
1,280
0,-110
1,50
1,210
1,510
1,200
1,250
1,230
1,130
0,-240
1,300
0,-270
1,280
1,240
1,190
1,90
1,40
0,-250
1,570
1,560
1,120
0,-200
1,270
1,240
1,610
1,440
0,-210
1,250
1,380
1,520
1,240
1,200
1,200
1,210
1,300
1,470
1,400
1,340
1,210
0,-290
1,270
1,240
0,-170
1,270
1,470
1,270
1,350
1,180
1,140
1,430
1,30
1,250
1,210
0,-220
0,-190
1,310
1,430
1,30
1,250
0,-280
1,280
0,-120
1,350
1,370
1,150
1,300
1,410
1,260
1,330
1,350
1,80
1,360
1,110
1,170
1,550
1,240
1,320
0,-40
1,290
1,420
1,560
1,430
1,190
1,430
1,250
0,-240
0,-170
1,240
1,350
0,-170
1,270
1,220
1,240
1,10
1,460
0,-210
1,230
1,390
0,-80
0,-270
1,180
1,170
0,-100
1,400
1,540
1,160
1,270
1,470
1,120
1,440
1,220
1,260
0,-90
0,-580
1,530
1,290
0,-190
1,240
1,170
1,500
1,90
0,-180
1,270
0,-280
0,-130
1,400
1,190
1,270
1,110
1,170
0,-300
1,180
1,170
1,220
1,380
1,310
1,160
1,280
1,40
1,70
1,180
1,360
1,210
1,200
0,-90
1,240
1,220
1,210
1,110
1,400
1,210
0,-230
1,200
1,410
1,330
1,470
1,150
1,170
1,390
1,330
1,390
1,410
1,210
1,100
1,120
0,-80
1,310
0,-380
1,300
1,110
1,410
1,370
1,530
1,480
1,180
0,-350
1,110
1,420
1,200
1,340
1,190
0,-90
1,250
1,310
1,160
1,490
1,200
1,240
1,170
1,410
1,40
1,360
1,380
1,110
1,230
1,190
1,280
0,-220
1,170
1,210
1,350
1,260
1,480
1,70
0,-70
0,-180
1,290
1,200
0,-210
1,470
1,90
1,90
1,400
1,420
1,220
1,230
1,550
1,80
1,400
1,520
1,330
1,120
1,510
0,-230
1,470
0,-210
0,-290
1,170
1,210
1,180
0,-490
0,-90
1,270
1,160
1,340
1,230
1,360
0,-150
1,250
1,270
1,370
1,140
1,210
0,-100
0,-170
1,130
1,560
1,50
1,370
1,210
1,670
1,320
1,570
1,240
1,330
0,-80
1,270
1,30
1,130
0,-370
1,310
1,210
1,20
1,720
1,230
1,720
1,300
1,90
1,190
1,170
1,490
1,280
1,100
1,190
0,-260
1,220
1,370
0,-200
1,190
1,290
1,270
1,180
1,300
0,-40
1,130
1,130
1,110
1,370
0,-130
1,50
1,180
1,90
1,390
0,-150
0,-260
0,-160
1,380
1,300
1,250
1,490
0,-70
1,130
1,150
1,250
1,220
1,350
1,280
1,80
0,0
1,170
1,430
0,-120
0,-140
1,320
1,320
1,310
1,410
0,-170
0,-240
1,470
1,220
1,430
1,230
0,-160
1,330
0,-100
1,280
0,-100
1,220
1,110
1,120
1,130
1,80
1,250
1,160
1,580
0,-310
1,450
1,260
1,300
1,80
0,-160
1,290
0,-170
1,80
1,100
1,470
1,270
1,430
1,450
1,240
1,190
1,200
1,280
0,-370
1,420
1,150
1,220
1,340
1,20
1,320
1,390
0,-130
0,-170
1,190
1,300
0,-450
0,-210
1,410
0,-160
1,170
0,-50
1,520
1,250
1,190
0,-330
1,210
0,-60
1,160
0,-80
0,-10
1,160
0,-80
1,150
1,410
1,150
1,210
1,230
0,-80
1,290
0,-230
0,-250
1,310
0,-170
1,90
0,-100
1,430
1,600
1,500
1,130
1,90
1,370
0,-180
1,610
1,120
1,200
0,-190
1,470
1,390
1,300
0,-360
1,660
1,500
1,230
1,460
1,310
1,700
1,370
1,280
1,360
1,630
1,290
