0,-90
1,250
0,-300
1,230
0,-480
0,-330
1,300
1,350
1,350
1,340
1,270
1,510
1,410
1,290
1,270
1,270
0,-130
1,240
1,250
1,660
1,270
1,290
1,140
1,240
1,310
1,380
1,140
1,240
1,140
1,480
1,60
1,630
1,260
1,240
1,190
1,20
1,360
1,570
1,200
1,390
1,240
0,-140
1,420
1,330
0,-220
1,80
1,410
1,260
1,240
1,530
1,410
1,480
1,360
1,130
1,310
1,230
1,150
1,190
1,100
1,210
1,350
1,380
1,490
1,410
1,30
1,230
0,-210
1,160
1,250
1,320
1,260
1,470
1,490
1,640
1,250
1,280
1,520
1,230
1,260
1,350
1,310
1,340
1,210
0,-20
1,300
1,330
1,270
1,190
1,490
1,360
1,350
1,430
1,120
1,690
0,-80
1,480
0,-100
1,400
1,280
1,140
1,480
0,-330
1,40
0,-160
1,370
1,260
1,560
1,120
1,320
1,280
0,-70
1,230
1,550
1,320
1,260
1,400
1,170
0,-30
1,410
1,270
1,220
1,540
1,50
0,-40
1,240
1,190
1,370
1,280
1,250
1,280
1,200
1,330
1,190
1,260
1,230
1,130
1,490
1,280
1,420
1,310
1,270
1,320
0,-150
0,-150
0,-170
1,340
1,430
1,270
1,280
1,220
1,220
1,150
1,190
1,230
1,100
1,220
1,510
1,220
1,510
1,340
1,150
0,-110
1,240
1,390
1,250
1,260
1,240
1,280
1,100
1,230
1,270
1,410
1,470
1,250
1,210
1,150
1,480
0,-60
1,170
1,410
1,220
1,290
1,130
1,210
1,270
1,170
1,420
1,350
1,320
1,280
1,200
1,640
1,260
1,70
1,190
1,320
1,340
1,290
1,470
1,480
1,220
1,430
1,230
1,340
1,360
1,390
1,230
1,310
1,400
1,530
1,230
1,580
1,420
1,230
1,70
1,480
1,530
1,310
0,-80
1,260
1,460
1,380
1,300
1,220
1,260
1,320
0,-140
1,230
1,240
1,460
1,230
1,300
1,410
1,190
1,440
1,530
1,170
1,330
1,200
1,90
1,110
1,270
1,260
0,-50
1,490
1,40
1,370
1,150
1,240
0,-140
1,370
1,200
1,650
1,250
1,330
1,190
1,140
1,190
1,490
1,350
1,90
1,250
1,430
1,310
1,250
1,590
1,260
1,90
1,70
1,200
1,600
1,160
1,350
1,460
1,280
1,460
1,310
1,140
0,-180
1,340
1,460
1,60
1,190
1,460
1,350
1,320
1,640
1,300
1,130
1,270
1,390
1,140
1,230
1,280
1,310
1,460
1,350
0,-70
1,530
1,350
1,240
1,280
1,140
1,340
1,330
0,-150
1,150
1,280
1,130
1,250
1,340
1,240
0,-200
1,640
1,170
0,-190
1,280
0,-170
1,320
1,260
1,420
1,310
0,-30
1,460
1,410
1,530
0,-190
1,290
1,170
1,400
1,240
0,-200
1,280
1,140
1,240
1,550
1,450
1,390
1,530
1,380
1,230
1,120
1,40
1,290
1,400
1,60
1,250
1,270
1,150
1,420
1,190
1,80
0,-40
1,160
1,520
1,200
1,280
1,480
1,660
1,380
1,510
1,660
1,190
1,300
1,220
1,380
0,-330
1,280
1,320
1,380
1,250
1,300
1,330
0,-60
1,470
1,120
1,650
1,310
1,310
0,-120
1,390
1,240
1,390
0,-250
1,330
0,-50
1,380
1,270
1,280
1,80
1,270
1,320
1,270
1,230
1,350
1,550
1,390
1,70
1,280
1,220
1,120
1,200
1,380
1,390
1,310
1,350
1,410
0,-200
1,250
0,-240
1,220
1,370
1,370
1,170
1,250
1,220
1,420
1,330
0,-60
1,480
1,310
0,-220
1,290
1,180
0,-110
1,190
1,340
1,370
1,290
1,400
1,510
1,310
1,280
1,130
1,280
1,190
1,260
0,-160
1,200
1,360
1,300
1,120
1,400
1,340
1,200
1,380
1,170
1,240
1,360
1,190
1,70
1,330
1,500
1,240
1,110
1,490
1,200
1,230
1,330
0,-200
1,160
1,130
1,120
1,310
1,320
0,-110
1,500
1,200
1,350
1,250
1,350
1,190
1,230
1,370
1,490
1,100
0,-240
1,220
1,280
1,310
1,290
1,330
1,240
1,470
1,180
0,-150
1,390
0,-80
1,300
1,50
1,440
0,-150
1,410
0,-130
1,320
1,410
1,270
1,540
1,250
1,160
1,180
1,170
1,270
1,210
1,420
1,480
1,370
1,220
1,120
0,-80
0,-110
1,390
1,420
1,300
1,200
1,150
0,-140
1,190
1,530
1,70
1,470
1,190
1,320
1,210
1,310
1,280
1,260
1,290
1,100
1,200
1,290
1,230
1,200
1,300
0,-110
1,260
1,50
1,190
1,280
1,290
1,360
1,510
1,350
1,250
1,190
1,40
1,390
1,360
1,490
1,210
1,200
0,-120
1,30
1,510
1,330
1,410
1,240
1,450
1,340
1,290
1,420
1,340
1,400
1,270
1,40
1,260
1,310
0,-130
1,100
1,300
1,180
1,300
1,260
1,170
1,230
1,630
1,490
1,350
1,250
1,300
1,250
0,-110
1,160
1,300
1,280
1,220
1,530
1,240
1,230
1,250
1,230
1,420
1,270
1,280
1,160
1,220
1,220
1,230
1,420
1,250
1,160
